name	scientific_name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
MVC108	Enterobacteriaceae bacterium w17	2282309	S	7	1	8	0.0
MVC108	Limnobaculum parvum	2172103	S	10	0	10	0.0
MVC108	Cronobacter malonaticus	413503	S	9	4	13	0.0
MVC108	Cronobacter turicensis	413502	S	12	3	15	0.0
MVC108	Cronobacter muytjensii	413501	S	104	17	121	2.9999999999999997e-05
MVC108	Enterobacter bugandensis	881260	S	16	2	18	0.0
MVC108	Enterobacter sp. Crenshaw	1977566	S	4	3	7	0.0
MVC108	Obesumbacterium proteus	82983	S	4	0	4	0.0
MVC108	Enterobacter hormaechei	158836	S	95	161	256	7e-05
MVC108	Enterobacter sp. 638	399742	S	17	0	17	0.0
MVC108	Escherichia albertii	208962	S	4261	461	4722	0.00123
MVC108	Proteus mirabilis	584	S	68	4	72	2e-05
MVC108	Morganella morganii	582	S	12	0	12	0.0
MVC108	Candidatus Fukatsuia symbiotica	1878942	S	6	0	6	0.0
MVC108	Klebsiella michiganensis	1134687	S	21	19	40	1e-05
MVC108	Citrobacter sp. FDAARGOS_156	1702170	S	424	97	521	0.00014
MVC108	Kosakonia oryzae	497725	S	45	17	62	2e-05
MVC108	Cutibacterium acnes	1747	S	4	2	6	0.0
MVC108	Enterobacteriaceae bacterium strain FGI 57	693444	S	62	2	64	2e-05
MVC108	Klebsiella quasivariicola	2026240	S	14	1	15	0.0
MVC108	Shigella flexneri	623	S	317	283	600	0.00016
MVC108	Shigella dysenteriae	622	S	1200	994	2194	0.00057
MVC108	Gibbsiella quercinecans	929813	S	7	0	7	0.0
MVC108	Klebsiella pneumoniae	573	S	315	172	487	0.00013000000000000002
MVC108	Klebsiella oxytoca	571	S	39	10	49	1e-05
MVC108	Lelliottia jeotgali	1907578	S	31	2	33	1e-05
MVC108	Raoultella planticola	575	S	13	2	15	0.0
MVC108	Pseudomonas sp. UW4	1207075	S	6	3	9	0.0
MVC108	Thioflavicoccus mobilis	80679	S	5	0	5	0.0
MVC108	Pantoea rwandensis	1076550	S	5	1	6	0.0
MVC108	Lelliottia sp. WB101	2153385	S	24	2	26	1e-05
MVC108	Escherichia phage D108	665033	S	436	681	1117	0.00029
MVC108	Enterobacteria phage HK106	432198	S	47	76	123	2.9999999999999997e-05
MVC108	Pasteurella multocida	747	S	4	2	6	0.0
MVC108	Plautia stali symbiont	891974	S	11	0	11	0.0
MVC108	Vibrio cholerae	666	S	4	11	15	0.0
MVC108	Citrobacter freundii complex sp. CFNIH2	2066049	S	5	7	12	0.0
MVC108	secondary endosymbiont of Ctenarytaina eucalypti	1199245	S	7	0	7	0.0
MVC108	Cronobacter sakazakii	28141	S	23	23	46	1e-05
MVC108	Yersinia enterocolitica	630	S	9	0	9	0.0
MVC108	Hafnia alvei	569	S	42	2	44	1e-05
MVC108	Yersinia pestis	632	S	31	166	197	5e-05
MVC108	Candidatus Sodalis pierantonius	1486991	S	4	3	7	0.0
MVC108	Edwardsiella tarda	636	S	9	4	13	0.0
MVC108	Escherichia coli	562	S	2496338	1306114	3802452	0.99139
MVC108	Shimwellia blattae	563	S	115	0	115	2.9999999999999997e-05
MVC108	Escherichia fergusonii	564	S	894	320	1214	0.00032
MVC108	Enterobacter cloacae complex sp.	2027919	S	18	5	23	1e-05
MVC108	Klebsiella variicola	244366	S	215	202	417	0.00011
MVC108	Enterobacteriaceae bacterium S05	2052938	S	4	6	10	0.0
MVC108	Haemophilus influenzae	727	S	4	-1	3	0.0
MVC108	Cronobacter dublinensis	413497	S	62	10	72	2e-05
MVC108	Enterobacter cancerogenus	69218	S	27	0	27	1e-05
MVC108	Enterobacter roggenkampii	1812935	S	9	7	16	0.0
MVC108	Enterobacteriaceae bacterium ENNIH1	2066051	S	171	14	185	5e-05
MVC108	Edwardsiella ictaluri	67780	S	5	0	5	0.0
MVC108	Dickeya zeae	204042	S	7	1	8	0.0
MVC108	Citrobacter farmeri	67824	S	31	5	36	1e-05
MVC108	Citrobacter rodentium	67825	S	162	4	166	4e-05
MVC108	Citrobacter werkmanii	67827	S	160	30	190	5e-05
MVC108	Pectobacterium carotovorum	554	S	101	18	119	2.9999999999999997e-05
MVC108	Dickeya chrysanthemi	556	S	4	0	4	0.0
MVC108	Enterobacter cloacae	550	S	226	228	454	0.00011999999999999999
MVC108	Pantoea ananatis	553	S	6	1	7	0.0
MVC108	Pantoea vagans	470934	S	5	4	9	0.0
MVC108	Yersinia entomophaga	935293	S	6	0	6	0.0
MVC108	Xenorhabdus poinarii	40577	S	25	1	26	1e-05
MVC108	Candidatus Moranella endobia	1048758	S	4	-4	0	0.0
MVC108	Salmonella virus FelixO1	1985310	S	73	16	89	2e-05
MVC108	Kluyvera intermedia	61648	S	16	1	17	0.0
MVC108	Lelliottia amnigena	61646	S	180	5	185	5e-05
MVC108	Pluralibacter gergoviae	61647	S	716	8	724	0.00018999999999999998
MVC108	Cronobacter universalis	535744	S	6	2	8	0.0
MVC108	Enterobacter asburiae	61645	S	43	6	49	1e-05
MVC108	Kosakonia radicincitans	283686	S	22	24	46	1e-05
MVC108	Citrobacter freundii complex sp. CFNIH9	2077149	S	5	4	9	0.0
MVC108	Homo sapiens	9606	S	83	2	85	2e-05
MVC108	Citrobacter freundii complex sp. CFNIH3	2077147	S	1172	703	1875	0.00049
MVC108	Kosakonia sacchari	1158459	S	33	1	34	1e-05
MVC108	Serratia marcescens	615	S	91	11	102	2.9999999999999997e-05
MVC108	Enterobacter sp. R4-368	1166130	S	22	0	22	1e-05
MVC108	Shigella virus SfMu	1980943	S	886	385	1271	0.00033
MVC108	Citrobacter braakii	57706	S	6	5	11	0.0
MVC108	Staphylococcus aureus	1280	S	17	4	21	1e-05
MVC108	Staphylococcus haemolyticus	1283	S	6	0	6	0.0
MVC108	Pantoea stewartii	66269	S	36	6	42	1e-05
MVC108	Enterobacter cloacae complex sp. ECNIH7	1915310	S	8	7	15	0.0
MVC108	Serratia fonticola	47917	S	8	0	8	0.0
MVC392	Escherichia marmotae	1499973	S	1260	95	1355	0.00026000000000000003
MVC392	[Enterobacter] lignolyticus	1334193	S	71	2	73	1e-05
MVC392	Vibrio cholerae	666	S	5	67	72	1e-05
MVC392	Citrobacter sp. CRE-46	1703250	S	4	11	15	0.0
MVC392	Citrobacter amalonaticus	35703	S	176	445	621	0.00011999999999999999
MVC392	Photorhabdus asymbiotica	291112	S	5	5	10	0.0
MVC392	Raoultella ornithinolytica	54291	S	39	45	84	2e-05
MVC392	Cronobacter condimenti	1163710	S	22	2	24	0.0
MVC392	Lelliottia nimipressuralis	69220	S	14	1	15	0.0
MVC392	Leclercia sp. LSNIH1	1920114	S	16	2	18	0.0
MVC392	Leclercia sp. LSNIH3	1920116	S	7	17	24	0.0
MVC392	Citrobacter freundii	546	S	65	159	224	4e-05
MVC392	Citrobacter sp. CFNIH10	1920110	S	4	19	23	0.0
MVC392	Citrobacter koseri	545	S	395	18	413	8e-05
MVC392	Klebsiella aerogenes	548	S	58	3	61	1e-05
MVC392	Pantoea agglomerans	549	S	7	7	14	0.0
MVC392	Salmonella bongori	54736	S	130	0	130	2e-05
MVC392	Dickeya dadantii	204038	S	7	2	9	0.0
MVC392	Lelliottia jeotgali	1907578	S	50	10	60	1e-05
MVC392	Salmonella enterica	28901	S	1513	1290	2803	0.00054
MVC392	Enterobacter kobei	208224	S	5	25	30	1e-05
MVC392	Buchnera aphidicola	9	S	6	0	6	0.0
MVC392	Kosakonia cowanii	208223	S	81	0	81	2e-05
MVC392	Enterobacteriaceae bacterium w6	2282310	S	9	6	15	0.0
MVC392	Brenneria sp. EniD312	598467	S	16	0	16	0.0
MVC392	Pantoea alhagi	1891675	S	4	0	4	0.0
MVC392	Klebsiella quasipneumoniae	1463165	S	47	17	64	1e-05
MVC392	Cedecea neteri	158822	S	81	1	82	2e-05
MVC392	Enterobacter sp. SA187	1914861	S	151	4	155	2.9999999999999997e-05
MVC392	Enterobacter sp. FY-07	1692238	S	48	0	48	1e-05
MVC392	Azospirillum brasilense	192	S	5	5	10	0.0
MVC392	Enterobacteriaceae bacterium w17	2282309	S	10	8	18	0.0
MVC392	Limnobaculum parvum	2172103	S	10	0	10	0.0
MVC392	Cronobacter malonaticus	413503	S	10	7	17	0.0
MVC392	Cronobacter turicensis	413502	S	15	5	20	0.0
MVC392	Cronobacter muytjensii	413501	S	20	4	24	0.0
MVC392	Enterobacter bugandensis	881260	S	21	9	30	1e-05
MVC392	Enterobacter sp. Crenshaw	1977566	S	4	12	16	0.0
MVC392	Sodalis endosymbiont of Henestaris halophilus	1929246	S	6	0	6	0.0
MVC392	Tatumella ptyseos	82987	S	5	0	5	0.0
MVC392	Pragia fontium	82985	S	4	0	4	0.0
MVC392	Leclercia adecarboxylata	83655	S	6	14	20	0.0
MVC392	Enterobacter hormaechei	158836	S	77	155	232	4e-05
MVC392	Enterobacter sp. 638	399742	S	29	0	29	1e-05
MVC392	Pantoea gaviniae	665914	S	5	1	6	0.0
MVC392	Escherichia albertii	208962	S	2623	309	2932	0.00056
MVC392	Proteus mirabilis	584	S	30	2	32	1e-05
MVC392	Morganella morganii	582	S	7	2	9	0.0
MVC392	Candidatus Fukatsuia symbiotica	1878942	S	8	0	8	0.0
MVC392	Klebsiella michiganensis	1134687	S	14	2	16	0.0
MVC392	Citrobacter sp. FDAARGOS_156	1702170	S	171	45	216	4e-05
MVC392	Kosakonia oryzae	497725	S	38	42	80	2e-05
MVC392	Cutibacterium acnes	1747	S	18	2	20	0.0
MVC392	Enterobacter sp. HK169	1868135	S	8	23	31	1e-05
MVC392	Enterobacteriaceae bacterium strain FGI 57	693444	S	87	1	88	2e-05
MVC392	Staphylococcus saprophyticus	29385	S	4	0	4	0.0
MVC392	Klebsiella quasivariicola	2026240	S	16	1	17	0.0
MVC392	Shigella flexneri	623	S	567	526	1093	0.00021
MVC392	Shigella dysenteriae	622	S	1151	945	2096	0.0004
MVC392	Gibbsiella quercinecans	929813	S	13	0	13	0.0
MVC392	Klebsiella pneumoniae	573	S	473	1878	2351	0.00045
MVC392	Klebsiella oxytoca	571	S	71	5	76	1e-05
MVC392	Enterobacter sp. E20	1560339	S	6	16	22	0.0
MVC392	Raoultella planticola	575	S	17	2	19	0.0
MVC392	Pseudomonas sp. UW4	1207075	S	4	7	11	0.0
MVC392	Lelliottia sp. WB101	2153385	S	36	7	43	1e-05
MVC392	Plautia stali symbiont	891974	S	15	0	15	0.0
MVC392	Histophilus somni	731	S	4	4	8	0.0
MVC392	Citrobacter freundii complex sp. CFNIH2	2066049	S	12	21	33	1e-05
MVC392	secondary endosymbiont of Ctenarytaina eucalypti	1199245	S	7	1	8	0.0
MVC392	Cronobacter sakazakii	28141	S	29	34	63	1e-05
MVC392	Yersinia enterocolitica	630	S	13	0	13	0.0
MVC392	Hafnia alvei	569	S	4	4	8	0.0
MVC392	Yersinia pestis	632	S	45	176	221	4e-05
MVC392	Candidatus Sodalis pierantonius	1486991	S	11	4	15	0.0
MVC392	Chania multitudinisentens	1639108	S	4	0	4	0.0
MVC392	Escherichia coli	562	S	3415595	1797838	5213433	0.99631
MVC392	Shimwellia blattae	563	S	145	0	145	2.9999999999999997e-05
MVC392	Escherichia fergusonii	564	S	524	226	750	0.00014
MVC392	Enterobacter cloacae complex sp.	2027919	S	28	20	48	1e-05
MVC392	Klebsiella variicola	244366	S	18	6	24	0.0
MVC392	Staphylococcus aureus	1280	S	15	4	19	0.0
MVC392	Cronobacter dublinensis	413497	S	58	13	71	1e-05
MVC392	Enterobacter cancerogenus	69218	S	40	1	41	1e-05
MVC392	Enterobacter roggenkampii	1812935	S	8	11	19	0.0
MVC392	Enterobacteriaceae bacterium ENNIH1	2066051	S	12	1	13	0.0
MVC392	Edwardsiella ictaluri	67780	S	10	10	20	0.0
MVC392	Dickeya dianthicola	204039	S	5	16	21	0.0
MVC392	Dickeya zeae	204042	S	9	1	10	0.0
MVC392	Citrobacter farmeri	67824	S	49	9	58	1e-05
MVC392	Citrobacter rodentium	67825	S	234	7	241	5e-05
MVC392	Serratia sp. ATCC 39006	104623	S	5	0	5	0.0
MVC392	Citrobacter werkmanii	67827	S	102	28	130	2e-05
MVC392	Pantoea sp. At-9b	592316	S	7	0	7	0.0
MVC392	Pectobacterium carotovorum	554	S	13	4	17	0.0
MVC392	Dickeya chrysanthemi	556	S	5	0	5	0.0
MVC392	Enterobacter cloacae	550	S	122	248	370	7e-05
MVC392	Pantoea ananatis	553	S	5	0	5	0.0
MVC392	Xenorhabdus doucetiae	351671	S	7	1	8	0.0
MVC392	Pantoea vagans	470934	S	9	5	14	0.0
MVC392	Yersinia entomophaga	935293	S	4	0	4	0.0
MVC392	Enterococcus faecalis	1351	S	4	0	4	0.0
MVC392	Xenorhabdus bovienii	40576	S	8	2	10	0.0
MVC392	Tatumella citrea	53336	S	5	0	5	0.0
MVC392	Kluyvera intermedia	61648	S	22	1	23	0.0
MVC392	Lelliottia amnigena	61646	S	79	3	82	2e-05
MVC392	Pluralibacter gergoviae	61647	S	62	1	63	1e-05
MVC392	Cronobacter universalis	535744	S	11	6	17	0.0
MVC392	Enterobacter asburiae	61645	S	52	20	72	1e-05
MVC392	Kosakonia radicincitans	283686	S	5	15	20	0.0
MVC392	Citrobacter freundii complex sp. CFNIH9	2077149	S	5	18	23	0.0
MVC392	Homo sapiens	9606	S	86	1	87	2e-05
MVC392	Kosakonia sacchari	1158459	S	22	0	22	0.0
MVC392	Serratia marcescens	615	S	10	20	30	1e-05
MVC392	Klebsiella sp. M5al	1934254	S	4	0	4	0.0
MVC392	Cutibacterium granulosum	33011	S	4	0	4	0.0
MVC392	Citrobacter braakii	57706	S	8	31	39	1e-05
MVC392	Leminorella richardii	158841	S	6	0	6	0.0
MVC392	Staphylococcus haemolyticus	1283	S	65	2	67	1e-05
MVC392	Candidatus Hamiltonella defensa	138072	S	7	0	7	0.0
MVC392	Lonsdalea britannica	1082704	S	5	0	5	0.0
MVC392	Enterobacter sp. R4-368	1166130	S	27	1	28	1e-05
MVC392	Pectobacterium polaris	2042057	S	4	2	6	0.0
MVC641	Photorhabdus thracensis	230089	S	4	3	7	0.0
MVC641	Escherichia marmotae	1499973	S	1125	169	1294	0.00041
MVC641	[Enterobacter] lignolyticus	1334193	S	42	1	43	1e-05
MVC641	Erwinia gerundensis	1619313	S	4	4	8	0.0
MVC641	Citrobacter sp. CRE-46	1703250	S	4	28	32	1e-05
MVC641	Citrobacter amalonaticus	35703	S	61	147	208	7e-05
MVC641	Raoultella ornithinolytica	54291	S	51	112	163	5e-05
MVC641	Cronobacter condimenti	1163710	S	29	6	35	1e-05
MVC641	Lelliottia nimipressuralis	69220	S	11	4	15	0.0
MVC641	Leclercia sp. LSNIH1	1920114	S	17	7	24	1e-05
MVC641	Leclercia sp. LSNIH3	1920116	S	5	17	22	1e-05
MVC641	Citrobacter freundii	546	S	50	229	279	9e-05
MVC641	Citrobacter sp. CFNIH10	1920110	S	4	50	54	2e-05
MVC641	Citrobacter koseri	545	S	390	52	442	0.00014
MVC641	Klebsiella aerogenes	548	S	119	8	127	4e-05
MVC641	Salmonella bongori	54736	S	47	0	47	1e-05
MVC641	Salmonella enterica	28901	S	1554	75948	77502	0.02471
MVC641	Enterobacter kobei	208224	S	5	14	19	1e-05
MVC641	Buchnera aphidicola	9	S	8	0	8	0.0
MVC641	Kosakonia cowanii	208223	S	50	1	51	2e-05
MVC641	Enterobacteriaceae bacterium w6	2282310	S	5	6	11	0.0
MVC641	Serratia plymuthica	82996	S	6	4	10	0.0
MVC641	Brenneria sp. EniD312	598467	S	9	0	9	0.0
MVC641	Klebsiella quasipneumoniae	1463165	S	42	61	103	2.9999999999999997e-05
MVC641	Cedecea neteri	158822	S	71	3	74	2e-05
MVC641	Enterobacter sp. SA187	1914861	S	125	3	128	4e-05
MVC641	Enterobacter sp. FY-07	1692238	S	99	3	102	2.9999999999999997e-05
MVC641	Enterobacteriaceae bacterium w17	2282309	S	10	14	24	1e-05
MVC641	Limnobaculum parvum	2172103	S	5	0	5	0.0
MVC641	Cronobacter malonaticus	413503	S	12	15	27	1e-05
MVC641	Cronobacter turicensis	413502	S	11	6	17	1e-05
MVC641	Cronobacter muytjensii	413501	S	20	7	27	1e-05
MVC641	Enterobacter bugandensis	881260	S	12	3	15	0.0
MVC641	Pragia fontium	82985	S	5	1	6	0.0
MVC641	Enterobacter hormaechei	158836	S	53	80	133	4e-05
MVC641	Enterobacter sp. 638	399742	S	15	1	16	1e-05
MVC641	Escherichia albertii	208962	S	2131	405	2536	0.00081
MVC641	Proteus mirabilis	584	S	20	2	22	1e-05
MVC641	Klebsiella michiganensis	1134687	S	23	17	40	1e-05
MVC641	Citrobacter sp. FDAARGOS_156	1702170	S	90	60	150	5e-05
MVC641	Brenneria goodwinii	1109412	S	4	0	4	0.0
MVC641	Kosakonia oryzae	497725	S	79	37	116	4e-05
MVC641	Enterobacteriaceae bacterium strain FGI 57	693444	S	152	6	158	5e-05
MVC641	Klebsiella quasivariicola	2026240	S	16	3	19	1e-05
MVC641	Shigella flexneri	623	S	737	2741	3478	0.0011099999999999999
MVC641	Shigella dysenteriae	622	S	1218	4080	5298	0.0016899999999999999
MVC641	Gibbsiella quercinecans	929813	S	9	0	9	0.0
MVC641	Klebsiella pneumoniae	573	S	9068	2687	11755	0.00375
MVC641	Klebsiella oxytoca	571	S	747	240	987	0.00031
MVC641	Lelliottia jeotgali	1907578	S	45	6	51	2e-05
MVC641	Sodalis glossinidius	63612	S	4	1	5	0.0
MVC641	Raoultella planticola	575	S	12	3	15	0.0
MVC641	Thioflavicoccus mobilis	80679	S	4	0	4	0.0
MVC641	Lelliottia sp. WB101	2153385	S	39	4	43	1e-05
MVC641	Plautia stali symbiont	891974	S	17	0	17	1e-05
MVC641	Histophilus somni	731	S	5	4	9	0.0
MVC641	Citrobacter freundii complex sp. CFNIH2	2066049	S	13	58	71	2e-05
MVC641	secondary endosymbiont of Ctenarytaina eucalypti	1199245	S	6	0	6	0.0
MVC641	Cronobacter sakazakii	28141	S	41	65	106	2.9999999999999997e-05
MVC641	Yersinia pestis	632	S	51	388	439	0.00014
MVC641	Chania multitudinisentens	1639108	S	4	0	4	0.0
MVC641	Escherichia coli	562	S	936289	2089103	3025392	0.9647
MVC641	Shimwellia blattae	563	S	97	1	98	2.9999999999999997e-05
MVC641	Escherichia fergusonii	564	S	452	166	618	0.0002
MVC641	Enterobacter cloacae complex sp.	2027919	S	19	11	30	1e-05
MVC641	Streptomyces sp. ICC1	2099583	S	4	1	5	0.0
MVC641	Klebsiella variicola	244366	S	635	1134	1769	0.00056
MVC641	Cronobacter dublinensis	413497	S	118	46	164	5e-05
MVC641	Enterobacter cancerogenus	69218	S	33	2	35	1e-05
MVC641	Enterobacter roggenkampii	1812935	S	7	11	18	1e-05
MVC641	Enterobacteriaceae bacterium ENNIH1	2066051	S	90	25	115	4e-05
MVC641	Edwardsiella ictaluri	67780	S	4	10	14	0.0
MVC641	Dickeya zeae	204042	S	10	4	14	0.0
MVC641	Citrobacter farmeri	67824	S	40	20	60	2e-05
MVC641	Citrobacter rodentium	67825	S	131	13	144	5e-05
MVC641	Citrobacter werkmanii	67827	S	80	52	132	4e-05
MVC641	Pectobacterium carotovorum	554	S	6	3	9	0.0
MVC641	Enterobacter cloacae	550	S	115	172	287	9e-05
MVC641	Pantoea vagans	470934	S	10	9	19	1e-05
MVC641	Yersinia entomophaga	935293	S	6	0	6	0.0
MVC641	Kluyvera intermedia	61648	S	15	4	19	1e-05
MVC641	Lelliottia amnigena	61646	S	130	10	140	4e-05
MVC641	Pluralibacter gergoviae	61647	S	38	1	39	1e-05
MVC641	Cronobacter universalis	535744	S	5	5	10	0.0
MVC641	Enterobacter asburiae	61645	S	58	26	84	2.9999999999999997e-05
MVC641	Kosakonia radicincitans	283686	S	4	6	10	0.0
MVC641	Citrobacter freundii complex sp. CFNIH9	2077149	S	5	34	39	1e-05
MVC641	Homo sapiens	9606	S	87	2	89	2.9999999999999997e-05
MVC641	Citrobacter freundii complex sp. CFNIH3	2077147	S	5	21	26	1e-05
MVC641	Kosakonia sacchari	1158459	S	35	6	41	1e-05
MVC641	Serratia marcescens	615	S	22	8	30	1e-05
MVC641	Enterobacter sp. R4-368	1166130	S	19	2	21	1e-05
MVC641	Klebsiella sp. M5al	1934254	S	4	2	6	0.0
MVC641	Citrobacter braakii	57706	S	7	50	57	2e-05
MVC641	Staphylococcus aureus	1280	S	22	6	28	1e-05
MVC641	Staphylococcus haemolyticus	1283	S	57	2	59	2e-05
MVC641	Serratia fonticola	47917	S	4	0	4	0.0
MVC416	Escherichia marmotae	1499973	S	1920	144	2064	0.00065
MVC416	[Enterobacter] lignolyticus	1334193	S	786	20	806	0.00025
MVC416	Citrobacter amalonaticus	35703	S	41	22	63	2e-05
MVC416	Raoultella ornithinolytica	54291	S	27	36	63	2e-05
MVC416	Cronobacter condimenti	1163710	S	11	0	11	0.0
MVC416	Lelliottia nimipressuralis	69220	S	8	0	8	0.0
MVC416	Leclercia sp. LSNIH1	1920114	S	9	1	10	0.0
MVC416	Leclercia sp. LSNIH3	1920116	S	72	22	94	2.9999999999999997e-05
MVC416	Citrobacter freundii	546	S	313	241	554	0.00016999999999999999
MVC416	Citrobacter koseri	545	S	242	11	253	8e-05
MVC416	Klebsiella aerogenes	548	S	34	0	34	1e-05
MVC416	Salmonella bongori	54736	S	84	0	84	2.9999999999999997e-05
MVC416	Salmonella enterica	28901	S	1786	3172	4958	0.00156
MVC416	Kosakonia cowanii	208223	S	34	0	34	1e-05
MVC416	Enterobacteriaceae bacterium w6	2282310	S	359	48	407	0.00013000000000000002
MVC416	Brenneria sp. EniD312	598467	S	9	0	9	0.0
MVC416	Kosakonia radicincitans	283686	S	19	19	38	1e-05
MVC416	Klebsiella quasipneumoniae	1463165	S	53	24	77	2e-05
MVC416	Cedecea neteri	158822	S	40	0	40	1e-05
MVC416	Enterobacter sp. SA187	1914861	S	85	0	85	2.9999999999999997e-05
MVC416	Enterobacter sp. FY-07	1692238	S	27	0	27	1e-05
MVC416	Enterobacteriaceae bacterium w17	2282309	S	4	0	4	0.0
MVC416	Limnobaculum parvum	2172103	S	4	0	4	0.0
MVC416	Cronobacter turicensis	413502	S	6	1	7	0.0
MVC416	Cronobacter muytjensii	413501	S	49	6	55	2e-05
MVC416	Enterobacter bugandensis	881260	S	6	0	6	0.0
MVC416	Plesiomonas shigelloides	703	S	4	0	4	0.0
MVC416	Leclercia adecarboxylata	83655	S	5	1	6	0.0
MVC416	Enterobacter hormaechei	158836	S	65	137	202	5.9999999999999995e-05
MVC416	Enterobacter sp. 638	399742	S	14	0	14	0.0
MVC416	Escherichia albertii	208962	S	1707	193	1900	0.0006
MVC416	Providencia rettgeri	587	S	4	2	6	0.0
MVC416	Proteus mirabilis	584	S	35	5	40	1e-05
MVC416	Klebsiella michiganensis	1134687	S	7	3	10	0.0
MVC416	Citrobacter sp. FDAARGOS_156	1702170	S	328	88	416	0.00013000000000000002
MVC416	Kosakonia oryzae	497725	S	25	8	33	1e-05
MVC416	Cutibacterium acnes	1747	S	4	3	7	0.0
MVC416	Enterobacteriaceae bacterium strain FGI 57	693444	S	54	0	54	2e-05
MVC416	Klebsiella quasivariicola	2026240	S	8	0	8	0.0
MVC416	Shigella flexneri	623	S	271	251	522	0.00016
MVC416	Shigella dysenteriae	622	S	1011	843	1854	0.00058
MVC416	Gibbsiella quercinecans	929813	S	9	0	9	0.0
MVC416	Klebsiella pneumoniae	573	S	261	87	348	0.00011
MVC416	Klebsiella oxytoca	571	S	33	7	40	1e-05
MVC416	Lelliottia jeotgali	1907578	S	24	4	28	1e-05
MVC416	Raoultella planticola	575	S	9	1	10	0.0
MVC416	Lelliottia sp. WB101	2153385	S	18	3	21	1e-05
MVC416	Escherichia phage D108	665033	S	339	381	720	0.00022999999999999998
MVC416	Plautia stali symbiont	891974	S	10	0	10	0.0
MVC416	Citrobacter freundii complex sp. CFNIH2	2066049	S	7	12	19	1e-05
MVC416	secondary endosymbiont of Ctenarytaina eucalypti	1199245	S	5	4	9	0.0
MVC416	Cronobacter sakazakii	28141	S	17	15	32	1e-05
MVC416	Yersinia enterocolitica	630	S	106	3	109	2.9999999999999997e-05
MVC416	Hafnia alvei	569	S	33	0	33	1e-05
MVC416	Yersinia pestis	632	S	21	162	183	5.9999999999999995e-05
MVC416	Candidatus Sodalis pierantonius	1486991	S	5	1	6	0.0
MVC416	Edwardsiella tarda	636	S	4	3	7	0.0
MVC416	Chania multitudinisentens	1639108	S	4	0	4	0.0
MVC416	Yersinia ruckeri	29486	S	4	0	4	0.0
MVC416	Shimwellia blattae	563	S	84	0	84	2.9999999999999997e-05
MVC416	Escherichia fergusonii	564	S	700	200	900	0.00028
MVC416	Enterobacter cloacae complex sp.	2027919	S	9	3	12	0.0
MVC416	Moraxella osloensis	34062	S	4	0	4	0.0
MVC416	Klebsiella variicola	244366	S	177	190	367	0.00011999999999999999
MVC416	Cronobacter dublinensis	413497	S	62	8	70	2e-05
MVC416	Enterobacter cancerogenus	69218	S	23	0	23	1e-05
MVC416	Shigella virus SfMu	1980943	S	748	243	991	0.00031
MVC416	Enterobacteriaceae bacterium ENNIH1	2066051	S	165	15	180	5.9999999999999995e-05
MVC416	Edwardsiella ictaluri	67780	S	5	0	5	0.0
MVC416	Dickeya zeae	204042	S	6	12	18	1e-05
MVC416	Citrobacter farmeri	67824	S	23	4	27	1e-05
MVC416	Citrobacter rodentium	67825	S	126	4	130	4e-05
MVC416	Citrobacter werkmanii	67827	S	123	27	150	5e-05
MVC416	Pantoea sp. At-9b	592316	S	4	0	4	0.0
MVC416	Pectobacterium carotovorum	554	S	72	12	84	2.9999999999999997e-05
MVC416	Enterobacter cloacae	550	S	149	168	317	0.0001
MVC416	Pantoea ananatis	553	S	7	0	7	0.0
MVC416	Erwinia amylovora	552	S	8	1	9	0.0
MVC416	Pantoea vagans	470934	S	8	3	11	0.0
MVC416	Enterococcus faecalis	1351	S	6	0	6	0.0
MVC416	Xenorhabdus poinarii	40577	S	21	1	22	1e-05
MVC416	Kluyvera intermedia	61648	S	10	0	10	0.0
MVC416	Lelliottia amnigena	61646	S	238	10	248	8e-05
MVC416	Pluralibacter gergoviae	61647	S	603	8	611	0.00018999999999999998
MVC416	Cronobacter universalis	535744	S	7	2	9	0.0
MVC416	Enterobacter asburiae	61645	S	21	2	23	1e-05
MVC416	Escherichia coli	562	S	2066750	1092636	3159386	0.9928600000000001
MVC416	Homo sapiens	9606	S	43	0	43	1e-05
MVC416	Citrobacter freundii complex sp. CFNIH3	2077147	S	957	677	1634	0.0005099999999999999
MVC416	Kosakonia sacchari	1158459	S	11	1	12	0.0
MVC416	Serratia marcescens	615	S	87	15	102	2.9999999999999997e-05
MVC416	Enterobacter sp. R4-368	1166130	S	15	0	15	0.0
MVC416	Klebsiella sp. M5al	1934254	S	4	2	6	0.0
MVC416	Staphylococcus aureus	1280	S	23	6	29	1e-05
MVC416	Pantoea stewartii	66269	S	47	6	53	2e-05
MVC416	Serratia fonticola	47917	S	5	0	5	0.0
MVC447	Photorhabdus thracensis	230089	S	4	3	7	0.0
MVC447	Escherichia marmotae	1499973	S	883	49	932	0.00022999999999999998
MVC447	[Enterobacter] lignolyticus	1334193	S	50	4	54	1e-05
MVC447	Vibrio harveyi	669	S	6	46	52	1e-05
MVC447	Erwinia gerundensis	1619313	S	7	4	11	0.0
MVC447	Citrobacter sp. CRE-46	1703250	S	25	111	136	2.9999999999999997e-05
MVC447	Citrobacter amalonaticus	35703	S	42	49	91	2e-05
MVC447	Raoultella ornithinolytica	54291	S	33	55	88	2e-05
